ORGANIZATION,TOTAL,PREDICTION
PartyA,1921,MEDIUM
PartyC,2220,MEDIUM
PartyA,1934,MEDIUM
PartyA,7240,LOW
PartyD,6813,LOW
PartyD,1356,MEDIUM
PartyD,5138,LOW
PartyD,6618,LOW
PartyA,2425,MEDIUM
PartyD,1698,MEDIUM
PartyD,7188,LOW
PartyB,7467,LOW
PartyC,6890,LOW
PartyB,1890,MEDIUM
PartyD,6034,LOW
PartyA,1959,MEDIUM
PartyA,7484,LOW
PartyD,98,HIGH
PartyA,1770,MEDIUM
PartyA,5832,LOW
PartyA,6883,LOW
PartyB,84,HIGH
PartyA,6564,LOW
PartyB,6677,LOW
PartyB,1110,MEDIUM
PartyB,-1100,VERY HIGH
PartyA,1655,MEDIUM
PartyA,1266,MEDIUM
PartyD,1622,MEDIUM
PartyC,2162,MEDIUM
PartyD,1303,MEDIUM
PartyD,2122,MEDIUM
PartyC,6754,LOW
PartyC,2386,MEDIUM
PartyC,5233,LOW
PartyA,2123,MEDIUM
PartyC,1198,MEDIUM
PartyB,5136,LOW
PartyB,0,HIGH
PartyC,5515,LOW
PartyD,7532,LOW
PartyD,5186,LOW
PartyB,7748,LOW
PartyB,5448,LOW
PartyC,6888,LOW
PartyD,6206,LOW
PartyA,5432,LOW
PartyB,6678,LOW
PartyB,5474,LOW
PartyD,1556,MEDIUM
PartyC,5034,LOW
PartyC,2020,MEDIUM
PartyC,6378,LOW
PartyB,5748,LOW
PartyB,2263,MEDIUM
PartyD,6680,LOW
PartyB,0,HIGH
PartyD,1899,MEDIUM
PartyA,29,HIGH
PartyC,7051,LOW
PartyD,7108,LOW
PartyB,5260,LOW
PartyB,1124,MEDIUM
PartyC,3,HIGH
PartyA,5257,LOW
PartyC,1429,MEDIUM
PartyC,5795,LOW
PartyC,1271,MEDIUM
PartyB,7286,LOW
PartyD,-3020,VERY HIGH
PartyC,1746,MEDIUM
PartyC,6672,LOW
PartyB,6128,LOW
PartyD,6020,LOW
PartyA,7339,LOW
PartyB,1170,MEDIUM
PartyB,1206,MEDIUM
PartyC,1601,MEDIUM
PartyD,1166,MEDIUM
PartyD,5001,LOW
PartyA,6339,LOW
PartyA,5273,LOW
PartyA,5741,LOW
PartyB,5799,LOW
PartyB,5665,LOW
PartyA,6628,LOW
PartyB,1856,MEDIUM
PartyD,2284,MEDIUM
PartyC,1137,MEDIUM
PartyD,-4040,VERY HIGH
PartyC,6162,LOW
PartyD,6690,LOW
PartyD,7300,LOW
PartyC,6268,LOW
PartyD,7127,LOW
PartyB,2261,MEDIUM
PartyC,1908,MEDIUM
PartyB,7022,LOW
PartyB,-1330,VERY HIGH
PartyD,1482,MEDIUM
PartyA,7122,LOW
PartyA,-6100,VERY HIGH
PartyC,-1490,VERY HIGH
PartyD,1132,MEDIUM
PartyB,6771,LOW
PartyD,5490,LOW
PartyC,-3400,VERY HIGH
PartyC,6532,LOW
PartyD,6488,LOW
PartyC,5425,LOW
PartyD,5926,LOW
PartyD,6193,LOW
PartyB,6456,LOW
PartyD,6309,LOW
PartyA,2117,MEDIUM
PartyC,6065,LOW
PartyD,190,HIGH
PartyB,6326,LOW
PartyB,-2340,VERY HIGH
PartyB,5270,LOW
PartyB,7610,LOW
PartyB,7112,LOW
PartyD,5406,LOW
PartyC,1000,MEDIUM
PartyB,6122,LOW
PartyC,5258,LOW
PartyB,1760,MEDIUM
PartyA,5210,LOW
PartyB,5039,LOW
PartyC,7236,LOW
PartyA,129,HIGH
PartyA,6963,LOW
PartyA,2111,MEDIUM
PartyC,7190,LOW
PartyD,-2920,VERY HIGH
PartyC,-5740,VERY HIGH
PartyB,7406,LOW
PartyD,6335,LOW
PartyC,1874,MEDIUM
PartyD,5212,LOW
PartyB,-3360,VERY HIGH
PartyB,1726,MEDIUM
PartyC,7322,LOW
PartyC,5264,LOW
PartyD,7288,LOW
PartyD,6234,LOW
PartyB,6155,LOW
PartyD,-5680,VERY HIGH
PartyB,6205,LOW
PartyB,5634,LOW
PartyD,7073,LOW
PartyB,-3960,VERY HIGH
PartyC,1684,MEDIUM
PartyA,-420,VERY HIGH
PartyB,7460,LOW
PartyB,1308,MEDIUM
PartyD,6585,LOW
PartyB,7324,LOW
PartyB,6508,LOW
PartyC,6269,LOW
PartyA,115,HIGH
PartyD,2390,MEDIUM
PartyC,6584,LOW
PartyC,168,HIGH
PartyB,2470,MEDIUM
PartyB,7754,LOW
PartyB,1431,MEDIUM
PartyB,5972,LOW
PartyB,2168,MEDIUM
PartyA,1174,MEDIUM
PartyB,6748,LOW
PartyB,1994,MEDIUM
PartyD,2344,MEDIUM
PartyA,6134,LOW
PartyA,6226,LOW
PartyD,6699,LOW
PartyC,2008,MEDIUM
PartyC,2461,MEDIUM
PartyB,-1300,VERY HIGH
PartyC,2462,MEDIUM
PartyD,5176,LOW
PartyD,-2020,VERY HIGH
PartyC,6227,LOW
PartyD,6536,LOW
PartyA,5860,LOW
PartyC,1698,MEDIUM
PartyB,1526,MEDIUM
PartyA,1240,MEDIUM
PartyC,6629,LOW
PartyC,6080,LOW
PartyC,5080,LOW
PartyC,6292,LOW
PartyC,7328,LOW
PartyC,-480,VERY HIGH
PartyA,2266,MEDIUM
PartyB,-2540,VERY HIGH
PartyB,5844,LOW
PartyB,1048,MEDIUM
PartyD,6339,LOW
PartyA,6924,LOW
PartyB,2039,MEDIUM
PartyB,6432,LOW
PartyD,7183,LOW
PartyB,1398,MEDIUM
PartyB,1534,MEDIUM
PartyC,1133,MEDIUM
PartyB,-2240,VERY HIGH
PartyB,5560,LOW
PartyC,5422,LOW
PartyB,5505,LOW
PartyC,5494,LOW
PartyB,6744,LOW
PartyA,5337,LOW
PartyB,-3700,VERY HIGH
PartyD,1940,MEDIUM
PartyA,6330,LOW
PartyA,1164,MEDIUM
PartyB,5294,LOW
PartyC,1738,MEDIUM
PartyD,5906,LOW
PartyD,1590,MEDIUM
PartyB,5704,LOW
PartyC,1362,MEDIUM
PartyA,-4320,VERY HIGH
PartyA,7182,LOW
PartyA,2214,MEDIUM
PartyC,6843,LOW
PartyA,7976,LOW
PartyA,-1460,VERY HIGH
PartyB,6914,LOW
PartyB,6320,LOW
PartyB,0,HIGH
PartyA,5199,LOW
PartyB,6965,LOW
PartyA,1664,MEDIUM
PartyD,1466,MEDIUM
PartyD,5830,LOW
PartyA,1520,MEDIUM
PartyD,6104,LOW
PartyC,5894,LOW
PartyC,1337,MEDIUM
PartyA,6992,LOW
PartyB,1207,MEDIUM
PartyA,6055,LOW
PartyB,2406,MEDIUM
PartyC,2434,MEDIUM
PartyA,-120,VERY HIGH
PartyC,7662,LOW
PartyB,236,HIGH
PartyB,5550,LOW
PartyA,5402,LOW
PartyB,120,HIGH
PartyA,5628,LOW
PartyD,7407,LOW
PartyD,-1670,VERY HIGH
PartyC,5279,LOW
PartyC,2316,MEDIUM
PartyA,6992,LOW
PartyB,-5180,VERY HIGH
PartyC,1519,MEDIUM
PartyB,7940,LOW
PartyB,2164,MEDIUM
PartyD,5604,LOW
PartyC,262,HIGH
PartyB,5167,LOW
PartyC,7294,LOW
PartyB,1404,MEDIUM
PartyC,6562,LOW
PartyC,1000,MEDIUM
PartyA,5095,LOW
PartyB,2022,MEDIUM
PartyC,2000,MEDIUM
PartyD,7245,LOW
PartyC,6785,LOW
PartyB,20,HIGH
PartyD,2150,MEDIUM
PartyB,-1180,VERY HIGH
PartyC,22,HIGH
PartyA,-3040,VERY HIGH
PartyC,5924,LOW
PartyA,6810,LOW
PartyD,1145,MEDIUM
PartyC,5734,LOW
PartyB,0,HIGH
PartyC,6346,LOW
PartyD,5448,LOW
PartyC,5012,LOW
PartyC,6149,LOW
PartyA,-1500,VERY HIGH
PartyD,6808,LOW
PartyD,7748,LOW
PartyA,6970,LOW
PartyA,6578,LOW
PartyA,5008,LOW
PartyA,5957,LOW
PartyA,7226,LOW
PartyD,7670,LOW
PartyA,27,HIGH
PartyC,5981,LOW
PartyC,6275,LOW
PartyB,-700,VERY HIGH
PartyC,6509,LOW
PartyD,6894,LOW
PartyC,2268,MEDIUM
PartyC,7108,LOW
PartyD,1217,MEDIUM
PartyD,5000,LOW
PartyA,2371,MEDIUM
PartyD,5706,LOW
PartyC,1022,MEDIUM
PartyA,2231,MEDIUM
PartyD,382,HIGH
PartyD,1936,MEDIUM
PartyC,1302,MEDIUM
PartyC,2125,MEDIUM
PartyD,5000,LOW
PartyC,2052,MEDIUM
PartyB,2355,MEDIUM
PartyA,-6700,VERY HIGH
PartyC,1553,MEDIUM
PartyC,7098,LOW
PartyA,7396,LOW
PartyC,6315,LOW
PartyD,6192,LOW
PartyD,6988,LOW
PartyA,1878,MEDIUM
PartyB,5244,LOW
PartyD,5811,LOW
PartyA,6650,LOW
PartyD,1378,MEDIUM
PartyA,6411,LOW
PartyA,5654,LOW
PartyA,7272,LOW
PartyC,1000,MEDIUM
PartyA,6548,LOW
PartyA,6208,LOW
PartyC,7476,LOW
PartyB,1476,MEDIUM
PartyB,5919,LOW
PartyA,2496,MEDIUM
PartyB,5728,LOW
PartyD,-630,VERY HIGH
PartyC,5338,LOW
PartyC,1674,MEDIUM
PartyD,2055,MEDIUM
PartyA,1144,MEDIUM
PartyD,-2480,VERY HIGH
PartyD,6765,LOW
PartyB,5770,LOW
PartyA,5538,LOW
PartyC,6497,LOW
PartyC,5605,LOW
PartyD,-7260,VERY HIGH
PartyC,166,HIGH
PartyD,7144,LOW
PartyA,1524,MEDIUM
PartyA,1878,MEDIUM
PartyB,7444,LOW
PartyB,-170,VERY HIGH
PartyA,1909,MEDIUM
PartyB,6283,LOW
PartyD,5232,LOW
PartyD,7768,LOW
PartyA,6062,LOW
PartyB,5482,LOW
PartyA,6126,LOW
PartyA,6034,LOW
PartyC,-1140,VERY HIGH
PartyB,5557,LOW
PartyC,2051,MEDIUM
PartyC,6397,LOW
PartyC,6281,LOW
PartyA,1746,MEDIUM
PartyB,100,HIGH
PartyD,6323,LOW
PartyB,1743,MEDIUM
PartyD,5000,LOW
PartyD,6650,LOW
PartyA,-260,VERY HIGH
PartyB,5321,LOW
PartyB,-50,VERY HIGH
PartyC,81,HIGH
PartyD,1018,MEDIUM
PartyA,5366,LOW
PartyA,7630,LOW
PartyC,5311,LOW
PartyA,5656,LOW
PartyC,5248,LOW
PartyD,5274,LOW
PartyA,6987,LOW
PartyC,14,HIGH
PartyD,6377,LOW
PartyA,1193,MEDIUM
PartyC,5668,LOW
PartyB,7310,LOW
PartyB,6809,LOW
PartyD,5500,LOW
PartyA,1880,MEDIUM
PartyA,-2280,VERY HIGH
PartyD,7011,LOW
PartyB,-1420,VERY HIGH
PartyA,-120,VERY HIGH
PartyD,6217,LOW
PartyC,2237,MEDIUM
PartyB,0,HIGH
PartyB,1023,MEDIUM
PartyD,-600,VERY HIGH
PartyA,112,HIGH
PartyB,332,HIGH
PartyC,-25,VERY HIGH
PartyA,5117,LOW
PartyB,7140,LOW
PartyD,7207,LOW
PartyC,1646,MEDIUM
PartyD,5000,LOW
PartyB,1925,MEDIUM
PartyD,-3740,VERY HIGH
PartyB,1352,MEDIUM
PartyC,6581,LOW
PartyD,6606,LOW
PartyD,6919,LOW
PartyC,93,HIGH
PartyC,296,HIGH
PartyA,2055,MEDIUM
PartyC,2438,MEDIUM
PartyA,7978,LOW
PartyA,6078,LOW
PartyB,1104,MEDIUM
PartyB,7084,LOW
PartyA,5124,LOW
PartyB,6132,LOW
PartyB,1769,MEDIUM
PartyB,6497,LOW
PartyB,7127,LOW
PartyC,5002,LOW
PartyC,6278,LOW
PartyD,5459,LOW
PartyB,1691,MEDIUM
PartyC,1778,MEDIUM
PartyD,2175,MEDIUM
PartyD,7277,LOW
PartyA,6471,LOW
PartyD,2463,MEDIUM
PartyC,-740,VERY HIGH
PartyC,1544,MEDIUM
PartyB,2058,MEDIUM
PartyB,6226,LOW
PartyC,5944,LOW
PartyC,6180,LOW
PartyA,5562,LOW
PartyD,2396,MEDIUM
PartyB,270,HIGH
PartyA,7486,LOW
PartyB,2257,MEDIUM
PartyA,1752,MEDIUM
PartyA,1608,MEDIUM
PartyD,-940,VERY HIGH
PartyD,5652,LOW
PartyD,5873,LOW
PartyD,5680,LOW
PartyA,1563,MEDIUM
PartyD,6196,LOW
PartyB,1846,MEDIUM
PartyA,-7500,VERY HIGH
PartyD,6044,LOW
PartyA,7060,LOW
PartyD,1673,MEDIUM
PartyB,5399,LOW
PartyA,44,HIGH
PartyB,126,HIGH
PartyC,1760,MEDIUM
PartyC,2435,MEDIUM
PartyB,-6640,VERY HIGH
PartyA,6336,LOW
PartyD,-550,VERY HIGH
PartyD,5293,LOW
PartyA,7098,LOW
PartyC,6999,LOW
PartyB,5777,LOW
PartyD,6630,LOW
PartyD,1791,MEDIUM
PartyD,6840,LOW
PartyB,-5160,VERY HIGH
PartyD,1817,MEDIUM
PartyA,1606,MEDIUM
PartyD,1376,MEDIUM
PartyD,6504,LOW
PartyC,5572,LOW
PartyC,1000,MEDIUM
PartyD,6827,LOW
PartyC,5695,LOW
PartyC,1472,MEDIUM
PartyD,7445,LOW
PartyD,262,HIGH
PartyA,6448,LOW
PartyC,5850,LOW
PartyC,2445,MEDIUM
PartyB,-810,VERY HIGH
PartyB,0,HIGH
PartyB,5798,LOW
PartyA,1990,MEDIUM
PartyC,1912,MEDIUM
PartyA,7400,LOW
PartyB,5732,LOW
PartyA,6427,LOW
PartyC,6216,LOW
PartyC,2247,MEDIUM
PartyA,6912,LOW
PartyC,1431,MEDIUM
PartyD,1216,MEDIUM
PartyC,7344,LOW
PartyA,6626,LOW
PartyB,1104,MEDIUM
PartyA,5899,LOW
PartyB,6269,LOW
PartyD,5394,LOW
PartyC,2317,MEDIUM
PartyB,1020,MEDIUM
PartyB,1690,MEDIUM
PartyC,6732,LOW
PartyA,6442,LOW
PartyD,1034,MEDIUM
PartyD,-610,VERY HIGH
PartyD,5256,LOW
PartyD,5387,LOW
PartyD,5722,LOW
PartyD,2063,MEDIUM
PartyB,1710,MEDIUM
PartyA,5458,LOW
PartyD,5312,LOW
PartyA,7464,LOW
PartyD,191,HIGH
PartyB,7972,LOW
PartyD,6726,LOW
PartyA,2366,MEDIUM
PartyC,1546,MEDIUM
PartyC,6929,LOW
PartyC,1226,MEDIUM
PartyB,5372,LOW
PartyD,5000,LOW
PartyA,7974,LOW
PartyA,-3480,VERY HIGH
PartyA,7304,LOW
PartyB,5536,LOW
PartyD,6728,LOW
PartyD,-7500,VERY HIGH
PartyD,2305,MEDIUM
PartyA,-2000,VERY HIGH
PartyB,5582,LOW
PartyB,1718,MEDIUM
PartyB,362,HIGH
PartyC,2216,MEDIUM
PartyD,1774,MEDIUM
PartyB,6225,LOW
PartyD,6924,LOW
PartyD,7175,LOW
PartyD,-420,VERY HIGH
PartyC,7096,LOW
PartyC,1158,MEDIUM
PartyA,2200,MEDIUM
PartyA,16,HIGH
PartyC,5708,LOW
PartyA,6928,LOW
PartyA,7336,LOW
PartyD,2140,MEDIUM
PartyB,6899,LOW
PartyB,6146,LOW
PartyB,7376,LOW
PartyD,-3840,VERY HIGH
PartyB,7956,LOW
PartyB,1764,MEDIUM
PartyB,5001,LOW
PartyA,5374,LOW
PartyD,6028,LOW
PartyA,1696,MEDIUM
PartyA,7500,LOW
PartyA,1162,MEDIUM
PartyC,6027,LOW
PartyA,1245,MEDIUM
PartyC,6271,LOW
PartyD,6721,LOW
PartyC,7481,LOW
PartyC,7390,LOW
PartyD,7280,LOW
PartyD,14,HIGH
PartyB,102,HIGH
PartyA,5207,LOW
PartyB,5336,LOW
PartyC,1894,MEDIUM
PartyD,2442,MEDIUM
PartyC,5160,LOW
PartyD,6109,LOW
PartyD,2131,MEDIUM
PartyC,1625,MEDIUM
PartyB,1008,MEDIUM
PartyB,6543,LOW
PartyC,5107,LOW
PartyC,6928,LOW
PartyA,5669,LOW
PartyB,6678,LOW
PartyD,5629,LOW
PartyB,5379,LOW
PartyA,5923,LOW
PartyD,7368,LOW
PartyA,1511,MEDIUM
PartyA,5142,LOW
PartyB,5307,LOW
PartyA,5070,LOW
PartyD,7474,LOW
PartyC,6692,LOW
PartyA,5004,LOW
PartyB,6441,LOW
PartyB,2071,MEDIUM
PartyB,2187,MEDIUM
PartyB,0,HIGH
PartyC,-3660,VERY HIGH
PartyB,1707,MEDIUM
PartyC,2165,MEDIUM
PartyC,1830,MEDIUM
PartyC,5763,LOW
PartyA,1296,MEDIUM
PartyC,1534,MEDIUM
PartyD,5000,LOW
PartyB,5,HIGH
PartyC,5961,LOW
PartyA,1040,MEDIUM
PartyC,6868,LOW
PartyC,1884,MEDIUM
PartyB,6316,LOW
PartyB,5949,LOW
PartyA,5805,LOW
PartyB,60,HIGH
PartyC,1024,MEDIUM
PartyD,7500,LOW
PartyB,7336,LOW
PartyA,-1690,VERY HIGH
PartyC,5992,LOW
PartyD,7255,LOW
PartyA,6124,LOW
PartyD,2260,MEDIUM
PartyB,6152,LOW
PartyA,5851,LOW
PartyA,7470,LOW
PartyB,6208,LOW
PartyC,-3820,VERY HIGH
PartyD,5000,LOW
PartyD,6086,LOW
PartyC,1750,MEDIUM
PartyC,1000,MEDIUM
PartyB,2024,MEDIUM
PartyC,5641,LOW
PartyA,170,HIGH
PartyD,6898,LOW
PartyD,1824,MEDIUM
PartyD,1241,MEDIUM
PartyA,6592,LOW
PartyC,6244,LOW
PartyC,1417,MEDIUM
PartyD,2275,MEDIUM
PartyC,7387,LOW
PartyB,6098,LOW
PartyA,5155,LOW
PartyD,5642,LOW
PartyD,1490,MEDIUM
PartyC,7103,LOW
PartyA,6196,LOW
PartyC,6502,LOW
PartyC,6544,LOW
PartyA,5450,LOW
PartyD,7131,LOW
PartyB,7231,LOW
PartyB,1399,MEDIUM
PartyA,5366,LOW
PartyB,-540,VERY HIGH
PartyD,-2960,VERY HIGH
PartyB,2456,MEDIUM
PartyC,-6600,VERY HIGH
PartyB,6730,LOW
PartyD,1011,MEDIUM
PartyD,6787,LOW
PartyC,1000,MEDIUM
PartyC,6878,LOW
PartyD,7456,LOW
PartyD,7033,LOW
PartyB,2370,MEDIUM
PartyB,2224,MEDIUM
PartyC,5070,LOW
PartyD,5576,LOW
PartyB,7794,LOW
PartyA,5652,LOW
PartyD,1300,MEDIUM
PartyD,2150,MEDIUM
PartyD,5769,LOW
PartyB,2438,MEDIUM
PartyD,5634,LOW
PartyB,-1760,VERY HIGH
PartyC,5059,LOW
PartyC,1902,MEDIUM
PartyC,7393,LOW
PartyB,1693,MEDIUM
PartyA,5661,LOW
PartyD,2418,MEDIUM
PartyA,7351,LOW
PartyA,7374,LOW
PartyD,5324,LOW
PartyA,5971,LOW
PartyC,216,HIGH
PartyB,5344,LOW
PartyA,5695,LOW
PartyB,6876,LOW
PartyB,-20,VERY HIGH
PartyC,-5800,VERY HIGH
PartyC,6438,LOW
PartyD,1016,MEDIUM
PartyC,6233,LOW
PartyD,1204,MEDIUM
PartyA,5168,LOW
PartyD,7340,LOW
PartyA,5304,LOW
PartyC,-6520,VERY HIGH
PartyC,5246,LOW
PartyB,2376,MEDIUM
PartyB,5594,LOW
PartyD,6640,LOW
PartyB,7232,LOW
PartyA,1556,MEDIUM
PartyC,1256,MEDIUM
PartyC,14,HIGH
PartyC,5984,LOW
PartyA,1524,MEDIUM
PartyD,5000,LOW
PartyB,7074,LOW
PartyC,5304,LOW
PartyA,7388,LOW
PartyD,1914,MEDIUM
PartyD,5850,LOW
PartyA,5192,LOW
PartyB,-2800,VERY HIGH
PartyC,7592,LOW
PartyC,5420,LOW
PartyD,12,HIGH
PartyD,2247,MEDIUM
PartyA,5505,LOW
PartyD,6547,LOW
PartyD,6204,LOW
PartyC,1398,MEDIUM
PartyB,5754,LOW
PartyD,5472,LOW
PartyC,1871,MEDIUM
PartyC,264,HIGH
PartyD,2417,MEDIUM
PartyB,1439,MEDIUM
PartyA,1530,MEDIUM
PartyA,1638,MEDIUM
PartyD,1623,MEDIUM
PartyD,7059,LOW
PartyD,5788,LOW
PartyA,6447,LOW
PartyC,5878,LOW
PartyA,2061,MEDIUM
PartyD,448,HIGH
PartyB,2051,MEDIUM
PartyB,5171,LOW
PartyA,113,HIGH
PartyD,1225,MEDIUM
PartyA,5266,LOW
PartyB,5374,LOW
PartyB,6776,LOW
PartyD,1537,MEDIUM
PartyC,5720,LOW
PartyC,1362,MEDIUM
PartyC,7226,LOW
PartyD,6383,LOW
PartyC,27,HIGH
PartyB,6240,LOW
PartyB,5776,LOW
PartyC,1000,MEDIUM
PartyC,2002,MEDIUM
PartyD,-660,VERY HIGH
PartyB,6210,LOW
PartyB,5546,LOW
PartyC,157,HIGH
PartyA,6868,LOW
PartyD,1458,MEDIUM
PartyD,1190,MEDIUM
PartyC,5093,LOW
PartyB,2196,MEDIUM
PartyA,-950,VERY HIGH
PartyB,6673,LOW
PartyD,5382,LOW
PartyD,6382,LOW
PartyA,7185,LOW
PartyA,6858,LOW
PartyC,2276,MEDIUM
PartyC,5810,LOW
PartyC,2272,MEDIUM
PartyB,6613,LOW
PartyA,5267,LOW
PartyD,5270,LOW
PartyD,7013,LOW
PartyD,1634,MEDIUM
PartyA,1281,MEDIUM
PartyA,6960,LOW
PartyD,7431,LOW
PartyD,2299,MEDIUM
PartyA,-960,VERY HIGH
PartyB,2149,MEDIUM
PartyC,7232,LOW
PartyD,2328,MEDIUM
PartyB,336,HIGH
PartyD,6365,LOW
PartyA,34,HIGH
PartyD,6696,LOW
PartyA,6828,LOW
PartyC,1687,MEDIUM
PartyB,134,HIGH
PartyD,6387,LOW
PartyB,6633,LOW
PartyA,-380,VERY HIGH
PartyD,5000,LOW
PartyB,318,HIGH
PartyC,6907,LOW
PartyB,6081,LOW
PartyA,2168,MEDIUM
PartyD,5400,LOW
PartyC,7463,LOW
PartyB,6582,LOW
PartyB,7876,LOW
PartyD,5000,LOW
PartyD,1374,MEDIUM
PartyA,-1350,VERY HIGH
PartyD,5000,LOW
PartyA,7432,LOW
PartyC,-560,VERY HIGH
PartyA,6977,LOW
PartyA,1282,MEDIUM
PartyA,6158,LOW
PartyB,6570,LOW
PartyB,2030,MEDIUM
PartyA,354,HIGH
PartyC,7491,LOW
PartyD,2043,MEDIUM
PartyC,2312,MEDIUM
PartyD,1896,MEDIUM
PartyB,6501,LOW
PartyB,1366,MEDIUM
PartyB,1639,MEDIUM
PartyD,5124,LOW
PartyA,7296,LOW
PartyB,-2220,VERY HIGH
PartyD,5023,LOW
PartyA,6886,LOW
PartyC,2494,MEDIUM
PartyD,-1180,VERY HIGH
PartyA,-2030,VERY HIGH
PartyD,7524,LOW
PartyD,2119,MEDIUM
PartyC,1483,MEDIUM
PartyD,73,HIGH
PartyA,5487,LOW
PartyD,5580,LOW
PartyA,6933,LOW
PartyC,2230,MEDIUM
PartyA,5631,LOW
PartyD,1730,MEDIUM
PartyB,1870,MEDIUM
PartyD,6770,LOW
PartyD,1629,MEDIUM
PartyA,1688,MEDIUM
PartyB,1026,MEDIUM
PartyC,6388,LOW
PartyB,5834,LOW
PartyC,2180,MEDIUM
PartyD,5000,LOW
PartyA,6119,LOW
PartyC,1948,MEDIUM
PartyA,1594,MEDIUM
PartyC,7445,LOW
PartyC,7157,LOW
PartyD,5860,LOW
PartyC,6371,LOW
PartyD,7478,LOW
PartyB,1402,MEDIUM
PartyB,5723,LOW
PartyD,6177,LOW
PartyC,5596,LOW
PartyB,1304,MEDIUM
PartyB,5210,LOW
PartyC,7197,LOW
PartyA,5519,LOW
PartyB,1284,MEDIUM
PartyD,-1150,VERY HIGH
PartyA,400,HIGH
PartyA,2446,MEDIUM
PartyA,-1600,VERY HIGH
PartyD,6304,LOW
PartyD,1648,MEDIUM
PartyD,168,HIGH
PartyB,1220,MEDIUM
PartyA,1284,MEDIUM
PartyA,7396,LOW
PartyD,5716,LOW
PartyB,-1220,VERY HIGH
PartyD,1879,MEDIUM
PartyA,-120,VERY HIGH
PartyB,6470,LOW
PartyA,6175,LOW
PartyC,1120,MEDIUM
PartyB,5951,LOW
PartyB,0,HIGH
PartyA,7117,LOW
PartyB,1253,MEDIUM
PartyD,-900,VERY HIGH
PartyC,-940,VERY HIGH
PartyD,1663,MEDIUM
PartyD,1770,MEDIUM
PartyA,7119,LOW
PartyB,-5560,VERY HIGH
PartyC,2336,MEDIUM
PartyB,6360,LOW
PartyD,5303,LOW
PartyB,7592,LOW
PartyD,2435,MEDIUM
PartyB,104,HIGH
PartyB,6009,LOW
PartyC,1726,MEDIUM
PartyA,1336,MEDIUM
PartyC,6190,LOW
PartyA,6976,LOW
PartyA,-2420,VERY HIGH
PartyD,5934,LOW
PartyA,-10,VERY HIGH
PartyD,7960,LOW
PartyA,1093,MEDIUM
PartyD,-1450,VERY HIGH
PartyB,7131,LOW
PartyD,5000,LOW
PartyC,1000,MEDIUM
PartyD,6570,LOW
PartyC,-1110,VERY HIGH
PartyD,1034,MEDIUM
PartyD,5000,LOW
PartyB,1632,MEDIUM
PartyB,-5480,VERY HIGH
PartyD,1137,MEDIUM
PartyB,6372,LOW
PartyB,5180,LOW
PartyA,7012,LOW
PartyC,1821,MEDIUM
PartyD,5640,LOW
PartyC,2030,MEDIUM
PartyD,5995,LOW
PartyB,199,HIGH
PartyB,7401,LOW
PartyB,1297,MEDIUM
PartyC,1028,MEDIUM
PartyB,7301,LOW
PartyC,6162,LOW
PartyD,1385,MEDIUM
PartyB,5866,LOW
PartyD,2007,MEDIUM
PartyC,6082,LOW
PartyA,-460,VERY HIGH
PartyC,6252,LOW
PartyB,-2375,VERY HIGH
PartyD,108,HIGH
PartyB,5514,LOW
PartyC,1036,MEDIUM
PartyB,5862,LOW
PartyD,7246,LOW
PartyD,-2310,VERY HIGH
PartyA,6560,LOW
PartyB,5735,LOW
PartyC,1000,MEDIUM
PartyA,5315,LOW
PartyC,1489,MEDIUM
PartyA,6910,LOW
PartyD,6409,LOW
PartyA,-810,VERY HIGH
PartyA,2438,MEDIUM
PartyA,-980,VERY HIGH
PartyB,7270,LOW
PartyD,7560,LOW
PartyD,5458,LOW
PartyD,2126,MEDIUM
PartyD,1749,MEDIUM
PartyB,5371,LOW
PartyA,2054,MEDIUM
PartyB,-380,VERY HIGH
PartyB,-5200,VERY HIGH
PartyC,1046,MEDIUM
PartyC,1682,MEDIUM
PartyB,1847,MEDIUM
PartyA,5335,LOW
PartyD,6278,LOW
PartyC,5267,LOW
PartyB,7010,LOW
PartyA,7140,LOW
PartyD,1465,MEDIUM
PartyD,50,HIGH
PartyC,7660,LOW
PartyB,-2180,VERY HIGH
PartyB,1466,MEDIUM
PartyD,5781,LOW
PartyB,7199,LOW
PartyA,5328,LOW
PartyA,6510,LOW
PartyB,1181,MEDIUM
PartyB,1300,MEDIUM
PartyC,7286,LOW
PartyB,7262,LOW
PartyA,6092,LOW
PartyD,5327,LOW
PartyA,1145,MEDIUM
PartyC,5266,LOW
PartyB,1978,MEDIUM
PartyA,1220,MEDIUM
PartyA,-2325,VERY HIGH
PartyD,1620,MEDIUM
PartyB,1604,MEDIUM
PartyD,7986,LOW
PartyD,5936,LOW
PartyD,20,HIGH
PartyA,6150,LOW
PartyC,7034,LOW
PartyB,-1980,VERY HIGH
PartyA,-120,VERY HIGH
PartyB,6397,LOW
PartyC,1951,MEDIUM
PartyA,144,HIGH
PartyA,6582,LOW
PartyA,5587,LOW
PartyC,6947,LOW
PartyA,6026,LOW
PartyA,1318,MEDIUM
PartyB,-1910,VERY HIGH
PartyB,6741,LOW
PartyA,1413,MEDIUM
PartyC,1446,MEDIUM
PartyB,5768,LOW
PartyC,5850,LOW
PartyD,5647,LOW
PartyB,6219,LOW
PartyA,6820,LOW
PartyA,5080,LOW
PartyD,6472,LOW
PartyC,-1610,VERY HIGH
